Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,US_State,Abbreviation
20071102X01708,Accident,CHI08FA027,2007-10-23,"BROWERVILLE, MN",United States,46.159167,-94.657778,LXL,Little Falls-Morrison County,Fatal(2),Substantial,Airplane,N327ND,Piper,PA-44-180,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,28-12-2008,,
20071105X01726,Accident,LAX08FA001,2007-10-26,"Cedar City, UT",United States,37.429167,-112.913333,,,Fatal(2),Destroyed,Airplane,N3971X,Piper,PA-28R-200,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,14-01-2009,,
20071102X01706,Accident,SEA08FA013,2007-10-28,"Sequim, WA",United States,48.093055,-122.926389,2WA1,Diamond Point Airstrip,Fatal(1),Destroyed,Airplane,N27175,Grumman American,AA-5A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,10-11-2008,,
20071108X01767,Accident,CHI08LA031,2007-11-01,"La Belle, MO",United States,40.023611,-91.873889,,,Fatal(1),Destroyed,Airplane,N634WB,"Wrb Associates, Llc.",Zodiac 601 XL,No,1.0,Reciprocating,Part 91: General Aviation,,Flight Test,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-12-2008,,
20071109X01779,Accident,SEA08LA017,2007-11-02,"RENO, NV",United States,39.6675,-119.876111,4SD,Reno/Stead Airport,Fatal(1),Substantial,Airplane,N42KK,Kelly,F1D,Yes,1.0,Reciprocating,Part 91: General Aviation,,Flight Test,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,28-12-2008,,
20071107X01748,Accident,CHI08FA033,2007-11-03,"GLADWIN, MI",United States,43.964167,-84.513889,,,Fatal(1),Substantial,Airplane,N8353L,Cessna,172I,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-12-2008,,
20071121X01825,Accident,NYC08LA024,2007-11-04,"Farmington, DE",United States,38.843055,-75.607778,D74,Chorman Airport,Fatal(2),Destroyed,Airplane,N27S,Blondin,601HDS,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,14-01-2009,,
20071111X01782,Accident,NYC08LA027,2007-11-05,"WEST POINT, VA",United States,37.624445,-76.906111,FYJ,Middle Peninsula,Non-Fatal,Substantial,Airplane,N723EP,Vans Aircraft,RV-7A,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,10-11-2008,,
20071119X01805,Accident,NYC08FA026,2007-11-05,"Jamestown, TN",United States,36.425556,-85.057222,,,Fatal(3),Destroyed,Helicopter,N8356C,Robinson Helicopter,R44,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,3.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,14-01-2009,,
20071121X01830,Accident,SEA08LA021,2007-11-06,"Garberville, CA",United States,40.075834,-123.816667,O16,Garberville Airport,Fatal(3),Destroyed,Airplane,N5049Q,Cessna,340,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,3.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,10-11-2008,,
20071121X01829,Accident,SEA08FA022,2007-11-08,"BAKER CITY, OR",United States,44.859167,-117.806389,,,Fatal(1),Substantial,Helicopter,N381MC,Hughes,269C,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,22-01-2009,,
20071119X01814,Accident,LAX08LA027,2007-11-08,"JEAN, NV",United States,35.754167,-115.266667,,,Non-Fatal,Substantial,Airplane,N3627B,Beech,A36,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,24-12-2008,,
20071121X01832,Accident,SEA08FA023,2007-11-08,"Las Vegas, NV",United States,35.959167,-115.493889,,,Fatal(2),Destroyed,Airplane,N881CP,Cessna,T182T,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,30-01-2009,,
20071113X01789,Accident,LAX08FA028,2007-11-09,"McFarland, CA",United States,35.626945,-119.135833,L73,POSO-KERN COUNTY,Fatal(3),Destroyed,Airplane,N6895Z,Piper,PA-60-602P,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,29-01-2009,,
20071127X01856,Accident,DFW08LA030,2007-11-11,"SUGAR LAND, TX",United States,29.633056,-95.655556,KSGR,Sugar Land Regional Airport,Non-Fatal,Substantial,Airplane,N209LS,Gulfstream Aerospace,G-IV,No,2.0,Turbo Fan,Part 91: General Aviation,,Business,,0.0,0.0,0.0,8.0,VMC,Landing,Probable Cause,24-12-2008,,
20071121X01833,Accident,SEA08LA025,2007-11-12,"SALT LAKE CITY, UT",United States,40.788333,-111.9775,KSLC,Salt Lake City,Non-Fatal,Substantial,Airplane,N84859,Piper,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,10-11-2008,,
20080210X00165,Accident,NYC08LA043,2007-11-24,"SUFFOLK, VA",United States,36.88,-76.214167,,,Non-Fatal,Substantial,Helicopter,N442FA,Robinson,R22,No,1.0,Reciprocating,Part 91: General Aviation,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,14-01-2009,,
20071221X01985,Accident,NYC08FA046,2007-11-26,"OWENSBORO, KY",United States,87.145833,-37.6825,OWB,Owensboro - Caviess County Apt,Fatal(1),Substantial,Airplane,N3364G,Cessna,310R,No,2.0,Reciprocating,Part 91: General Aviation,,Positioning,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,10-11-2008,,
20071129X01876,Accident,CHI08LA041,2007-11-27,"APPLE RIVER, IL",United States,42.466389,-90.169445,,,Fatal(1),Substantial,Airplane,N2159M,Herink H R/herink R W,CHALLENGER,Yes,1.0,,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,28-12-2008,,
20071130X01879,Accident,DFW08FA038,2007-11-27,"Tulsa, OK",United States,36.048611,-95.981111,KRVS,Richard Lloyd Jones airport,Fatal(2),Destroyed,Airplane,N3NG,Cessna,T210M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,1.0,0.0,0.0,VMC,Climb,Probable Cause,28-12-2008,,
20071207X01913,Accident,MIA08FA021,2007-11-28,"FORT MYERS, FL",United States,26.526945,-81.783889,RSW,Southwest Florida Internationa,Fatal(1),Substantial,Airplane,N201VX,Mooney,M20J,No,1.0,,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,14-01-2009,,
20071203X01887,Accident,DFW08FA040,2007-11-28,"MARLOW, OK",United States,34.618889,-97.800278,,,Fatal(2),Substantial,Airplane,N6555D,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-12-2008,,
20071212X01933,Accident,CHI08LA046,2007-11-29,"Benton, IL",United States,38.006667,-88.934444,H96,Benton Municipal Airport,Fatal(1),Destroyed,Airplane,N7016M,Swearingen T R/masters W,Rand KR 2,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,28-12-2008,,
20071206X01905,Accident,MIA08LA023,2007-12-01,"ROCKLEDGE, FL",United States,28.300556,-80.721389,21FA,Rockledge Airport,Non-Fatal,Substantial,Airplane,N79GP,Porter Glen,AVENTURA II,Yes,1.0,,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,05-03-2009,,
20080124X00102,Incident,OPS08IA002B,2007-12-02,"Baltimore, MD",United States,39.175278,-76.668334,BWI,BALTIMORE-WASHINGTON INTL,Incident,,,,Airbus Industrie,A320,No,,,,SCHD,,,0.0,0.0,0.0,184.0,VMC,Landing,Probable Cause,31-03-2008,,
20080124X00102,Incident,OPS08IA002A,2007-12-02,"Baltimore, MD",United States,39.175278,-76.668334,BWI,BALTIMORE-WASHINGTON INTL,Incident,,,,"Bombardier, Inc.",CRJ1,No,,,,SCHD,,,0.0,0.0,0.0,184.0,VMC,Takeoff,Probable Cause,31-03-2008,,
20071211X01927,Incident,LAX08IA032,2007-12-04,"Fresno, CA",United States,36.732223,-119.820278,FCH,Fresno Chandler Executive,Incident,,Helicopter,N805EH,Robinson,R22 Beta,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,24-12-2008,,
20071218X01970,Accident,MIA08FA027,2007-12-08,"BLOOMFIELD, KY",United States,37.952222,-85.235833,JVY,Clark Regional Airport,Fatal(2),Substantial,Airplane,N5431C,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,29-01-2009,,
20080109X00034,Accident,NYC08FA056,2007-12-09,"WARRENTON, VA",United States,38.624723,-77.753056,W66,Warrenton-Fauquier Airport,Fatal(1),Substantial,Airplane,N5481D,Beech,H35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,28-12-2008,,
20071219X01975,Accident,SEA08FA045,2007-12-11,"Minersville, UT",United States,38.1125,-113.001111,,,Fatal(3),Destroyed,Airplane,N364KW,Beech,A36TC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,10-11-2008,,
20071227X01998,Accident,NYC08LA059,2007-12-12,"STATESVILLE, NC",United States,35.764722,-80.953889,SVH,Statesville Regional,Fatal(1),Substantial,Airplane,N199JW,"Wootton, John",Aero Canard,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,14-01-2009,,
20071219X01976,Accident,MIA08LA029,2007-12-13,"MARATHON, FL",United States,24.783333,-81.137777,MTH,The Florida Keys Marathon Airp,Non-Fatal,Substantial,Airplane,N801VC,Piper,PA32-260,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,14-01-2009,,
20080131X00126,Incident,LAX08IA042,2007-12-14,"Fresno, CA",United States,36.776111,-119.718056,FAT,Fresno Yosemite International,Incident,,Helicopter,N414HP,Eurocopter France,AS350 B3,No,1.0,Turbo Shaft,Part 91: General Aviation,,Public Aircraft - State,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,24-12-2008,,
20071231X02013,Accident,CHI08FA050,2007-12-14,"Chicago, IL",United States,41.978611,-87.904722,ORD,Chicago O'Hare Intl,Non-Fatal,Minor,Airplane,N220UA,Boeing,777-222,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,1.0,0.0,263.0,VMC,Approach,Probable Cause,24-12-2008,,
20071226X01986,Accident,DEN08LA041,2007-12-15,"Phillipsburg, KS",United States,39.7375,-99.3175,PHG,Phillipsburg Municipal,Non-Fatal,Destroyed,Airplane,N63LH,Mooney,M20C,No,,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,24-12-2008,,
20080117X00066,Accident,ANC08TA028,2007-12-20,"MCMURDO STATION, ANTARCTICA",Antarctica,-78.016945,-154.966945,,,Non-Fatal,Substantial,Airplane,C-FMKB,Douglas,DC-3T,No,2.0,,Public Use,NSCH,Public Aircraft - Federal,,0.0,0.0,1.0,9.0,VMC,Takeoff,Probable Cause,05-03-2009,,
20080722X01095,Accident,DFW08LA134,2007-12-21,"Glenwood, NM",United States,33.3575,-108.673889,,,Fatal(2),Destroyed,Airplane,N28836,Cessna,310,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,,Unknown,Probable Cause,28-12-2008,,
20080107X00025,Accident,SEA08LA051,2007-12-25,"Honolulu, HI",United States,21.318611,-157.9225,HNL,Honolulu International,Non-Fatal,,Airplane,N819NW,Airbus Industrie,A330-323,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Northwest Airlines, Inc.",0.0,1.0,3.0,291.0,VMC,Cruise,Probable Cause,14-01-2009,,
20080107X00024,Accident,SEA08LA050,2007-12-25,"Ontario, CA",United States,34.056111,-117.601111,ONT,Ontario International,Non-Fatal,,Airplane,N943AS,Mcdonnell Douglas,DC-9-83,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Alaska Airlines, Inc.",0.0,2.0,0.0,112.0,VMC,Descent,Probable Cause,14-01-2009,,
20080210X00163,Accident,NYC08LA070,2007-12-26,"PITTSTOWN, NJ",United States,40.5875,-75.019167,N85,Alexandria Airport,Non-Fatal,Substantial,Airplane,N9412X,Cessna,182R,No,1.0,Reciprocating,Part 91: General Aviation,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,25-02-2009,,
20080104X00022,Accident,MIA08LA032,2007-12-26,"SARASOTA, FL",United States,27.390555,-82.552778,SRQ,Sarasota/Bradenton Intl,Non-Fatal,Substantial,Airplane,N5875Q,Mooney,M20E,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,14-01-2009,,
20071231X02008,Incident,DEN08IA044,2007-12-26,"Aspen, CO",United States,39.203889,-106.868056,ASE,Aspen/Pitkin County,Incident,Minor,Airplane,N47BC,Piper,PA-46-310P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Climb,Probable Cause,24-12-2008,,
20080102X00006,Accident,SEA08LA054,2007-12-28,"MURRIETA, CA",United States,33.572778,-117.234444,,,Non-Fatal,Substantial,Airplane,N365SX,Hein,Sonex,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,24-12-2008,,
20080103X00010,Accident,DFW08LA052,2007-12-29,"Crowley, TX",United States,32.557222,-97.485555,,,Fatal(2),Destroyed,Gyrocraft,N136DG,Althouse,RAF 2000 GTX,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,03-12-2008,,
20080109X00032,Accident,NYC08FA071,2007-12-30,"CHEROKEE, AL",United States,34.688611,-87.92,,,Fatal(3),Substantial,Helicopter,N109AE,Bell,206L-3,No,1.0,Turbo Shaft,Part 91: General Aviation,,Other Work Use,,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,15-01-2009,,
